20200516T,1.3027522935779816,1.3027522935779816,1.3027522935779816,1.3027522935779816,0
20200517T,1.4093264248704664,1.4093264248704664,1.4093264248704664,1.4093264248704664,0
20200518T,1.535911602209945,1.535911602209945,1.535911602209945,1.535911602209945,0
20200519T,1.251677852348993,1.251677852348993,1.251677852348993,1.251677852348993,0
20200520T,1.1402623612512612,1.1402623612512612,1.1402623612512612,1.1402623612512612,0
20200521T,1.0255924170616115,1.0255924170616115,1.0255924170616115,1.0255924170616115,0
20200522T,0.9749552772808586,0.9749552772808586,0.9749552772808586,0.9749552772808586,0
20200523T,1.0346153846153847,1.0346153846153847,1.0346153846153847,1.0346153846153847,0
20200524T,1.1853448275862069,1.1853448275862069,1.1853448275862069,1.1853448275862069,0
20200525T,1.048169556840077,1.048169556840077,1.048169556840077,1.048169556840077,0
20200526T,1.3745173745173749,1.3745173745173749,1.3745173745173749,1.3745173745173749,0
20200527T,1.329683698296837,1.329683698296837,1.329683698296837,1.329683698296837,0
20200528T,1.4910096818810514,1.4910096818810514,1.4910096818810514,1.4910096818810514,0
20200529T,1.4036458333333337,1.4036458333333337,1.4036458333333337,1.4036458333333337,0
20200530T,1.4453125,1.4453125,1.4453125,1.4453125,0
20200531T,1.35995085995086,1.35995085995086,1.35995085995086,1.35995085995086,0
20200601T,1.3825338253382535,1.3825338253382535,1.3825338253382535,1.3825338253382535,0
20200602T,1.4452554744525548,1.4452554744525548,1.4452554744525548,1.4452554744525548,0
20200603T,0.8587278106508875,0.8587278106508875,0.8587278106508875,0.8587278106508875,0
20200604T,0.9808362369337978,0.9808362369337978,0.9808362369337978,0.9808362369337978,0
20200605T,1.1484848484848484,1.1484848484848484,1.1484848484848484,1.1484848484848484,0
20200606T,1.0563380281690142,1.0563380281690142,1.0563380281690142,1.0563380281690142,0
20200607T,1.0553470919324577,1.0553470919324577,1.0553470919324577,1.0553470919324577,0
20200608T,1.1898197242841997,1.1898197242841997,1.1898197242841997,1.1898197242841997,0
20200609T,1.201271186440678,1.201271186440678,1.201271186440678,1.201271186440678,0
20200610T,1.27728285077951,1.27728285077951,1.27728285077951,1.27728285077951,0
20200611T,1.2750556792873051,1.2750556792873051,1.2750556792873051,1.2750556792873051,0
20200612T,0.8872901678657076,0.8872901678657076,0.8872901678657076,0.8872901678657076,0
20200613T,1.122257053291536,1.122257053291536,1.122257053291536,1.122257053291536,0
20200614T,1.0651530108588352,1.0651530108588352,1.0651530108588352,1.0651530108588352,0
20200615T,1.1057494866529771,1.1057494866529771,1.1057494866529771,1.1057494866529771,0
20200616T,1.4085051546391751,1.4085051546391751,1.4085051546391751,1.4085051546391751,0
20200617T,1.3142174432497016,1.3142174432497016,1.3142174432497016,1.3142174432497016,0
20200618T,1.042654028436019,1.042654028436019,1.042654028436019,1.042654028436019,0
20200619T,1.0595829195630586,1.0595829195630586,1.0595829195630586,1.0595829195630586,0
20200620T,1.0084348641049674,1.0084348641049674,1.0084348641049674,1.0084348641049674,0
20200621T,1.0084348641049674,1.0084348641049674,1.0084348641049674,1.0084348641049674,0
20200622T,1.032660902977906,1.032660902977906,1.032660902977906,1.032660902977906,0
20200623T,1.2732626619552414,1.2732626619552414,1.2732626619552414,1.2732626619552414,0
20200624T,1.1398809523809523,1.1398809523809523,1.1398809523809523,1.1398809523809523,0
20200625T,0.8167539267015708,0.8167539267015708,0.8167539267015708,0.8167539267015708,0
20200626T,0.9412280701754386,0.9412280701754386,0.9412280701754386,0.9412280701754386,0
20200627T,0.9316823228010248,0.9316823228010248,0.9316823228010248,0.9316823228010248,0
20200628T,0.916955017301038,0.916955017301038,0.916955017301038,0.916955017301038,0
20200629T,0.9871205151793928,0.9871205151793928,0.9871205151793928,0.9871205151793928,0
20200630T,0.9736363636363636,0.9736363636363636,0.9736363636363636,0.9736363636363636,0
20200701T,0.9714795008912656,0.9714795008912656,0.9714795008912656,0.9714795008912656,0
20200702T,1.06993006993007,1.06993006993007,1.06993006993007,1.06993006993007,0
20200703T,0.9484092863284608,0.9484092863284608,0.9484092863284608,0.9484092863284608,0
20200704T,1.0139405204460965,1.0139405204460965,1.0139405204460965,1.0139405204460965,0
20200705T,1.0091743119266054,1.0091743119266054,1.0091743119266054,1.0091743119266054,0
20200706T,0.978494623655914,0.978494623655914,0.978494623655914,0.978494623655914,0
20200707T,1.3191230207064557,1.3191230207064557,1.3191230207064557,1.3191230207064557,0
20200708T,1.2040133779264215,1.2040133779264215,1.2040133779264215,1.2040133779264215,0
20200709T,1.2555685814771396,1.2555685814771396,1.2555685814771396,1.2555685814771396,0
20200710T,1.005420054200542,1.005420054200542,1.005420054200542,1.005420054200542,0
20200711T,1.1134751773049645,1.1134751773049645,1.1134751773049645,1.1134751773049645,0
20200712T,1.153684210526316,1.153684210526316,1.153684210526316,1.153684210526316,0
20200713T,1.1965065502183407,1.1965065502183407,1.1965065502183407,1.1965065502183407,0
20200714T,1.0920792079207922,1.0920792079207922,1.0920792079207922,1.0920792079207922,0
20200715T,1.042654028436019,1.042654028436019,1.042654028436019,1.042654028436019,0
20200716T,1.042654028436019,1.042654028436019,1.042654028436019,1.042654028436019,0
20200717T,0.978742249778565,0.978742249778565,0.978742249778565,0.978742249778565,0
20200718T,1.0344168260038242,1.0344168260038242,1.0344168260038242,1.0344168260038242,0
20200719T,1.0613437195715678,1.0613437195715678,1.0613437195715678,1.0613437195715678,0
20200720T,1.1195542046605875,1.1195542046605875,1.1195542046605875,1.1195542046605875,0
20200721T,1.0869565217391306,1.0869565217391306,1.0869565217391306,1.0869565217391306,0
20200722T,1.2258064516129032,1.2258064516129032,1.2258064516129032,1.2258064516129032,0
20200723T,1.1083844580777098,1.1083844580777098,1.1083844580777098,1.1083844580777098,0
20200724T,1.1251251251251253,1.1251251251251253,1.1251251251251253,1.1251251251251253,0
20200725T,0.9937219730941704,0.9937219730941704,0.9937219730941704,0.9937219730941704,0
20200726T,1.0045662100456625,1.0045662100456625,1.0045662100456625,1.0045662100456625,0
20200727T,1.086996336996337,1.086996336996337,1.086996336996337,1.086996336996337,0
20200728T,0.8931297709923663,0.8931297709923663,0.8931297709923663,0.8931297709923663,0
20200729T,0.8540903540903542,0.8540903540903542,0.8540903540903542,0.8540903540903542,0
20200730T,0.779123414071511,0.779123414071511,0.779123414071511,0.779123414071511,0
20200731T,0.779123414071511,0.779123414071511,0.779123414071511,0.779123414071511,0
20200801T,0.7457428068115091,0.7457428068115091,0.7457428068115091,0.7457428068115091,0
20200802T,0.7457428068115091,0.7457428068115091,0.7457428068115091,0.7457428068115091,0
20200803T,0.7834577828834004,0.7834577828834004,0.7834577828834004,0.7834577828834004,0
20200804T,0.7998772252915899,0.7998772252915899,0.7998772252915899,0.7998772252915899,0
20200805T,0.794759825327511,0.794759825327511,0.794759825327511,0.794759825327511,0
20200806T,0.92548435171386,0.92548435171386,0.92548435171386,0.92548435171386,0
20200807T,0.819946452476573,0.819946452476573,0.819946452476573,0.819946452476573,0
20200808T,0.7772667542706965,0.7772667542706965,0.7772667542706965,0.7772667542706965,0
20200809T,0.8548830811554334,0.8548830811554334,0.8548830811554334,0.8548830811554334,0
20200810T,0.8064516129032259,0.8064516129032259,0.8064516129032259,0.8064516129032259,0
20200811T,0.7530120481927711,0.7530120481927711,0.7530120481927711,0.7530120481927711,0
20200812T,0.7530120481927711,0.7530120481927711,0.7530120481927711,0.7530120481927711,0
20200813T,0.821132596685083,0.821132596685083,0.821132596685083,0.821132596685083,0
20200814T,0.7789605510331873,0.7789605510331873,0.7789605510331873,0.7789605510331873,0
20200815T,0.7048509643483343,0.7048509643483343,0.7048509643483343,0.7048509643483343,0
20200816T,0.7394236664622931,0.7394236664622931,0.7394236664622931,0.7394236664622931,0
20200817T,0.7762284196547145,0.7762284196547145,0.7762284196547145,0.7762284196547145,0
20200818T,0.7263803680981595,0.7263803680981595,0.7263803680981595,0.7263803680981595,0
20200819T,0.7558282208588958,0.7558282208588958,0.7558282208588958,0.7558282208588958,0
20200820T,0.6910430839002268,0.6910430839002268,0.6910430839002268,0.6910430839002268,0
20200821T,0.6910430839002268,0.6910430839002268,0.6910430839002268,0.6910430839002268,0
20200822T,0.7583850931677019,0.7583850931677019,0.7583850931677019,0.7583850931677019,0
20200823T,0.8661921708185054,0.8661921708185054,0.8661921708185054,0.8661921708185054,0
20200824T,0.8015665796344648,0.8015665796344648,0.8015665796344648,0.8015665796344648,0
20200825T,0.7694763729246488,0.7694763729246488,0.7694763729246488,0.7694763729246488,0
20200826T,0.845108695652174,0.845108695652174,0.845108695652174,0.845108695652174,0
20200827T,1.005640612409347,1.005640612409347,1.005640612409347,1.005640612409347,0
20200828T,0.9659540775930324,0.9659540775930324,0.9659540775930324,0.9659540775930324,0
20200829T,0.9659540775930324,0.9659540775930324,0.9659540775930324,0.9659540775930324,0
20200830T,1.0224331320103537,1.0224331320103537,1.0224331320103537,1.0224331320103537,0
20200831T,1.0224331320103537,1.0224331320103537,1.0224331320103537,1.0224331320103537,0
20200901T,1.0612597066436582,1.0612597066436582,1.0612597066436582,1.0612597066436582,0
20200902T,1.032311516155758,1.032311516155758,1.032311516155758,1.032311516155758,0
20200903T,0.8273848150551589,0.8273848150551589,0.8273848150551589,0.8273848150551589,0
20200904T,0.932699341623994,0.932699341623994,0.932699341623994,0.932699341623994,0
20200905T,1.118705035971223,1.118705035971223,1.118705035971223,1.118705035971223,0
20200906T,1.0480928689883915,1.0480928689883915,1.0480928689883915,1.0480928689883915,0
20200907T,1.0480928689883915,1.0480928689883915,1.0480928689883915,1.0480928689883915,0
20200908T,0.9960784313725491,0.9960784313725491,0.9960784313725491,0.9960784313725491,0
20200909T,0.9130116959064328,0.9130116959064328,0.9130116959064328,0.9130116959064328,0
20200910T,1.0756901157613534,1.0756901157613534,1.0756901157613534,1.0756901157613534,0
20200911T,0.9860426929392448,0.9860426929392448,0.9860426929392448,0.9860426929392448,0
20200912T,0.9934959349593496,0.9934959349593496,0.9934959349593496,0.9934959349593496,0
20200913T,1.03122289679098,1.03122289679098,1.03122289679098,1.03122289679098,0
20200914T,1.0529680365296803,1.0529680365296803,1.0529680365296803,1.0529680365296803,0
20200915T,1.1400617919670444,1.1400617919670444,1.1400617919670444,1.1400617919670444,0
20200916T,1.2015005359056803,1.2015005359056803,1.2015005359056803,1.2015005359056803,0
20200917T,1.2324561403508774,1.2324561403508774,1.2324561403508774,1.2324561403508774,0
20200918T,1.1626016260162602,1.1626016260162602,1.1626016260162602,1.1626016260162602,0
20200919T,1.1847133757961783,1.1847133757961783,1.1847133757961783,1.1847133757961783,0
20200920T,1.0989119683481705,1.0989119683481705,1.0989119683481705,1.0989119683481705,0
20200921T,1.273037542662116,1.273037542662116,1.273037542662116,1.273037542662116,0
20200922T,1.4559193954659948,1.4559193954659948,1.4559193954659948,1.4559193954659948,0
20200923T,1.3310185185185184,1.3310185185185184,1.3310185185185184,1.3310185185185184,0
20200924T,1.4329896907216495,1.4329896907216495,1.4329896907216495,1.4329896907216495,0
20200925T,1.4329896907216495,1.4329896907216495,1.4329896907216495,1.4329896907216495,0
20200926T,1.2899543378995433,1.2899543378995433,1.2899543378995433,1.2899543378995433,0
20200927T,1.2109207708779444,1.2109207708779444,1.2109207708779444,1.2109207708779444,0
20200928T,1.3166472642607685,1.3166472642607685,1.3166472642607685,1.3166472642607685,0
20200929T,1.1800411522633745,1.1800411522633745,1.1800411522633745,1.1800411522633745,0
20200930T,1.1800411522633745,1.1800411522633745,1.1800411522633745,1.1800411522633745,0
20201001T,1.1929637526652452,1.1929637526652452,1.1929637526652452,1.1929637526652452,0
20201002T,1.1929637526652452,1.1929637526652452,1.1929637526652452,1.1929637526652452,0
20201003T,1.1929637526652452,1.1929637526652452,1.1929637526652452,1.1929637526652452,0
20201004T,1.0965794768611672,1.0965794768611672,1.0965794768611672,1.0965794768611672,0
20201005T,1.0965794768611672,1.0965794768611672,1.0965794768611672,1.0965794768611672,0
